,Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
533946,3598.0,1175.0,170.0,WN,SEA,PHX,1,1
533947,248.0,485.0,75.0,WN,DAL,MAF,5,1
533948,1859.0,395.0,100.0,WN,SAN,SFO,5,1
533949,1252.0,1075.0,145.0,WN,SAT,DEN,3,1
533957,1540.0,1225.0,65.0,WN,PHX,ABQ,7,1
533958,114.0,1265.0,85.0,WN,SFO,SAN,4,1
533960,1364.0,735.0,130.0,WN,GEG,DEN,6,1
533963,2439.0,1140.0,175.0,WN,DEN,DTW,5,1
533966,20.0,890.0,65.0,WN,LAS,SAN,4,1
533989,1006.0,560.0,70.0,WN,DEN,ABQ,4,1
533993,150.0,390.0,115.0,WN,BHM,HOU,3,1
533998,933.0,620.0,220.0,WN,BWI,HOU,2,1
534000,669.0,450.0,125.0,WN,SLC,LAX,3,1
534005,3415.0,1080.0,155.0,WN,STL,BOS,5,1
534007,485.0,1150.0,105.0,WN,HOU,BNA,4,1
534011,1664.0,830.0,80.0,WN,LAX,PHX,4,1
534012,1050.0,935.0,60.0,WN,BWI,PIT,3,1
534018,339.0,845.0,155.0,WN,LAS,TUL,5,1
534021,469.0,965.0,70.0,WN,SJC,ONT,2,1
534022,1266.0,1095.0,135.0,WN,HOU,ABQ,6,1
534032,3322.0,915.0,190.0,WN,ISP,FLL,4,1
534033,34.0,870.0,60.0,WN,HOU,DAL,1,1
534034,115.0,1040.0,115.0,WN,SLC,GEG,7,1
534042,2879.0,675.0,60.0,WN,LAX,LAS,2,1
534043,3755.0,685.0,75.0,WN,OAK,LAX,4,1
534046,1757.0,835.0,85.0,WN,SMF,SNA,3,1
534049,222.0,625.0,110.0,WN,LAX,ELP,7,1
534050,940.0,885.0,70.0,WN,BWI,LGA,4,1
534054,1855.0,455.0,100.0,WN,ABQ,DAL,4,1
534055,52.0,1220.0,85.0,WN,DAL,MCI,1,1
534056,145.0,520.0,65.0,WN,OAK,BUR,3,1
534060,3325.0,715.0,75.0,WN,LGA,BWI,4,1
534064,851.0,905.0,200.0,WN,PHX,MDW,3,1
534071,2010.0,1175.0,165.0,WN,DEN,SJC,1,1
534075,166.0,770.0,75.0,WN,LAX,SFO,1,1
534076,2198.0,720.0,75.0,WN,CLE,BWI,1,1
534083,990.0,1185.0,160.0,WN,PHL,MDW,5,1
534085,1684.0,705.0,175.0,WN,DEN,PDX,2,1
534090,1761.0,940.0,65.0,WN,STL,MCI,2,1
534092,332.0,680.0,235.0,WN,BNA,PHX,7,1
534094,606.0,895.0,165.0,WN,RSW,STL,3,1
534096,829.0,1015.0,65.0,WN,BUR,LAS,1,1
534099,869.0,445.0,115.0,WN,TUS,DEN,4,1
534102,858.0,1010.0,165.0,WN,DEN,OAK,4,1
534103,1238.0,360.0,105.0,WN,MDW,IAD,3,1
534110,1693.0,1070.0,65.0,WN,DAL,SAT,1,1
534112,589.0,1295.0,75.0,WN,LAS,SLC,1,1
534115,2461.0,920.0,50.0,WN,DAL,AUS,3,1
534121,825.0,1220.0,90.0,WN,SMF,PDX,5,1
534125,603.0,765.0,75.0,WN,ALB,BWI,5,1
534127,607.0,1050.0,100.0,WN,LAS,SFO,7,1
534128,1073.0,1000.0,70.0,WN,RNO,LAS,7,1
534133,294.0,695.0,80.0,WN,OMA,MDW,3,1
534134,2383.0,1050.0,150.0,WN,DEN,SAN,1,1
534136,1120.0,880.0,90.0,WN,TUS,LAX,2,1
534138,126.0,630.0,125.0,WN,DEN,AUS,3,1
534144,1306.0,1220.0,100.0,WN,BOS,PHL,3,1
534145,1868.0,650.0,70.0,WN,SDF,BHM,1,1
534156,15.0,685.0,125.0,WN,HOU,MCO,2,1
534158,196.0,670.0,160.0,WN,SEA,DEN,4,1
534162,687.0,800.0,80.0,WN,MCI,MDW,3,1
534164,2899.0,720.0,70.0,WN,GEG,PDX,7,1
534167,1445.0,815.0,220.0,WN,MCI,SAN,6,1
534169,432.0,800.0,80.0,WN,BWI,BOS,3,1
534175,1594.0,1020.0,225.0,WN,DEN,BOS,2,1
534179,2163.0,715.0,85.0,WN,OAK,SAN,7,1
534186,2029.0,1230.0,85.0,WN,ELP,DAL,2,1
534189,2955.0,530.0,155.0,WN,LAS,SAT,7,1
534193,2194.0,1160.0,145.0,WN,PDX,DEN,2,1
534203,910.0,1250.0,50.0,WN,DAL,OKC,3,1
534207,44.0,1225.0,90.0,WN,STL,MSP,3,1
534208,28.0,865.0,105.0,WN,DAL,ELP,2,1
534210,3042.0,990.0,275.0,WN,MDW,SAN,5,1
534213,510.0,835.0,70.0,WN,SMF,BUR,5,1
534217,122.0,375.0,150.0,WN,ALB,MDW,7,1
534223,3331.0,1195.0,185.0,WN,AUS,LAS,4,1
534224,821.0,575.0,275.0,WN,LAS,FLL,1,1
534230,1391.0,600.0,115.0,WN,OAK,PHX,6,1
534231,1378.0,1015.0,135.0,WN,STL,MCO,1,1
534239,217.0,740.0,140.0,WN,PBI,BWI,2,1
534240,863.0,680.0,80.0,WN,MCI,MDW,3,1
534243,2620.0,870.0,105.0,WN,PDX,SJC,1,1
534250,207.0,1175.0,65.0,WN,PHX,SAN,1,1
534252,2449.0,530.0,55.0,WN,HOU,SAT,5,1
534253,691.0,1095.0,55.0,WN,DAL,TUL,3,1
534254,3595.0,495.0,205.0,WN,PVD,FLL,7,1
534271,3949.0,900.0,160.0,WN,MDW,MCO,4,1
534272,973.0,870.0,100.0,WN,BNA,BWI,5,1
534273,993.0,1020.0,85.0,WN,SFO,SAN,3,1
534274,920.0,620.0,85.0,WN,SMF,SNA,4,1
534279,359.0,1055.0,65.0,WN,LAS,SNA,2,1
534285,2854.0,990.0,115.0,WN,DEN,PHX,6,1
534290,2277.0,730.0,65.0,WN,MDW,SDF,3,1
534291,167.0,1075.0,65.0,WN,DAL,SAT,2,1
534296,1113.0,1065.0,115.0,WN,SMF,SEA,3,1
534307,751.0,1280.0,75.0,WN,SJC,SAN,4,1
534313,3669.0,1185.0,65.0,WN,LAS,BUR,2,1
534315,2941.0,540.0,205.0,WN,PHX,MDW,7,1
534318,3762.0,1100.0,70.0,WN,SJC,ONT,5,1
534322,410.0,405.0,245.0,WN,MDW,PHX,4,1
534323,390.0,545.0,75.0,WN,LAX,OAK,3,1
534326,772.0,570.0,170.0,WN,MDW,DEN,2,1
534328,1381.0,1235.0,85.0,WN,SAN,OAK,2,1
534329,3655.0,1195.0,95.0,WN,STL,OKC,2,1
534331,682.0,370.0,140.0,WN,AUS,DEN,2,1
534332,1603.0,480.0,55.0,WN,DAL,AUS,2,1
534339,3228.0,1095.0,85.0,WN,MDW,BNA,6,1
534345,375.0,450.0,70.0,WN,PHX,SAN,4,1
534351,2029.0,935.0,70.0,WN,OAK,LAX,2,1
534355,3414.0,1165.0,70.0,WN,SNA,PHX,3,1
534356,2033.0,1130.0,135.0,WN,MCO,CMH,4,1
534361,518.0,870.0,90.0,WN,DEN,MCI,7,1
534362,2304.0,515.0,85.0,WN,SFO,SAN,7,1
534366,458.0,420.0,70.0,WN,OAK,ONT,1,1
534370,332.0,915.0,160.0,WN,MCO,ALB,2,1
534372,2662.0,765.0,75.0,WN,MCO,ECP,7,1
534373,2903.0,805.0,55.0,WN,AUS,DAL,2,1
534374,441.0,595.0,75.0,WN,PHX,SAN,5,1
534375,1215.0,1020.0,50.0,WN,DAL,OKC,4,1
534378,568.0,375.0,240.0,WN,BHM,PHX,3,1
534380,726.0,1090.0,105.0,WN,SEA,SMF,4,1
534389,131.0,1180.0,125.0,WN,MDW,ISP,5,1
534395,2005.0,1055.0,75.0,WN,CMH,BNA,7,1
534398,422.0,485.0,100.0,WN,MHT,BWI,1,1
534402,225.0,945.0,165.0,WN,DEN,SFO,2,1
534406,1387.0,1105.0,75.0,WN,SFO,LAX,6,1
534407,307.0,975.0,75.0,WN,SFO,LAX,5,1
534411,1747.0,875.0,65.0,WN,MDW,DTW,2,1
534413,1111.0,920.0,125.0,WN,SEA,OAK,4,1
534414,403.0,1220.0,80.0,WN,MCI,IND,7,1
534415,1021.0,735.0,45.0,WN,HOU,AUS,5,1
534417,1065.0,995.0,285.0,WN,LAS,ALB,2,1
534419,940.0,635.0,85.0,WN,MDW,OMA,5,1
534421,1103.0,1020.0,175.0,WN,MCO,MKE,3,1
534424,610.0,1250.0,75.0,WN,PHX,SNA,3,1
534426,529.0,1095.0,235.0,WN,PHX,RDU,1,1
534427,524.0,655.0,95.0,WN,IND,BWI,4,1
534433,2117.0,625.0,175.0,WN,TPA,MHT,7,1
534434,1294.0,965.0,80.0,WN,LAX,PHX,1,1
534443,894.0,935.0,75.0,WN,BWI,MHT,2,1
534445,2807.0,945.0,160.0,WN,MCI,MCO,4,1
534446,1379.0,670.0,100.0,WN,MHT,BWI,5,1
534447,1170.0,1195.0,80.0,WN,PHX,LAX,3,1
534448,2005.0,1055.0,75.0,WN,CMH,BNA,1,1
534450,300.0,945.0,120.0,WN,DEN,MSP,4,1
534457,2903.0,500.0,160.0,WN,SAN,AUS,4,1
534460,2198.0,810.0,105.0,WN,HOU,BNA,3,1
534468,2406.0,900.0,105.0,WN,SMF,PHX,7,1
534473,950.0,840.0,55.0,WN,SAT,DAL,1,1
534475,457.0,835.0,140.0,WN,TPA,IND,6,1
534476,1717.0,1110.0,115.0,WN,ELP,LAS,7,1
534477,1158.0,1160.0,95.0,WN,TUS,LAX,5,1
534490,2155.0,815.0,245.0,WN,PHX,BUF,6,1
534491,372.0,960.0,150.0,WN,STL,DEN,3,1
534494,1103.0,530.0,140.0,WN,LAS,PDX,4,1
534497,1185.0,1200.0,85.0,WN,OAK,SAN,7,1
534502,587.0,910.0,110.0,WN,LAS,DEN,7,1
534507,1180.0,1215.0,90.0,WN,ABQ,DAL,1,1
534509,2904.0,1185.0,75.0,WN,LAX,SFO,7,1
534510,1425.0,1030.0,100.0,WN,CLE,BNA,3,1
534517,573.0,1240.0,90.0,WN,MDW,OMA,2,1
534519,2705.0,1095.0,85.0,WN,PVD,BWI,4,1
534522,2311.0,1130.0,185.0,WN,LAS,STL,5,1
534523,2393.0,920.0,85.0,WN,PHL,RDU,6,1
534526,1069.0,1210.0,100.0,WN,PDX,OAK,3,1
534532,2130.0,895.0,75.0,WN,SAN,LAS,5,1
534534,1026.0,465.0,190.0,WN,PVD,MCO,1,1
534539,260.0,440.0,240.0,WN,SEA,MDW,3,1
534541,861.0,1195.0,70.0,WN,MSY,HOU,1,1
534544,1972.0,1080.0,110.0,WN,MCO,ORF,6,1
534547,3338.0,1050.0,200.0,WN,MHT,MCO,5,1
534549,2105.0,1010.0,135.0,WN,MSY,MDW,1,1
534550,762.0,425.0,115.0,WN,OAK,PHX,3,1
534558,763.0,970.0,70.0,WN,PHX,ONT,5,1
534559,972.0,645.0,350.0,WN,ALB,LAS,5,1
534568,3658.0,930.0,85.0,WN,BUR,PHX,1,1
534577,1001.0,370.0,80.0,WN,LAX,SMF,4,1
534583,950.0,635.0,125.0,WN,PHX,SAT,2,1
534584,580.0,635.0,65.0,WN,STL,MCI,7,1
534590,1956.0,1245.0,120.0,WN,PHX,SMF,5,1
534594,2466.0,1100.0,95.0,WN,MSP,MDW,3,1
534602,3778.0,785.0,105.0,WN,PHX,DEN,1,1
534605,293.0,995.0,85.0,WN,SAN,OAK,4,1
534607,777.0,1210.0,95.0,WN,SAN,SMF,5,1
534618,2038.0,710.0,60.0,WN,STL,MDW,5,1
534622,1686.0,1075.0,60.0,WN,FLL,TPA,2,1
534627,829.0,1015.0,65.0,WN,BUR,LAS,5,1
534631,267.0,870.0,225.0,WN,HOU,LAX,3,1
534632,51.0,1050.0,60.0,WN,TUL,DAL,5,1
534639,3311.0,1295.0,55.0,WN,LAS,ONT,3,1
534643,2310.0,470.0,105.0,WN,HOU,BNA,5,1
534644,1871.0,1005.0,80.0,WN,OAK,SNA,6,1
534653,2934.0,870.0,75.0,WN,BNA,ECP,6,1
534655,1057.0,1030.0,180.0,WN,RSW,MDW,5,1
534656,628.0,1145.0,80.0,WN,LAS,RNO,4,1
534657,1819.0,950.0,85.0,WN,DAL,MCI,6,1
534663,958.0,615.0,135.0,WN,SAN,DEN,4,1
534666,873.0,880.0,310.0,WN,JAX,LAS,1,1
534672,2118.0,360.0,145.0,WN,PIT,MCO,4,1
534677,1683.0,430.0,125.0,WN,PHX,OAK,3,1
534678,1753.0,760.0,60.0,WN,FLL,MCO,7,1
534686,1642.0,1020.0,80.0,WN,SAN,SJC,7,1
534688,3243.0,460.0,160.0,WN,PBI,ISP,4,1
534689,169.0,1110.0,85.0,WN,OMA,MDW,4,1
534691,122.0,1170.0,180.0,WN,SAT,LAS,1,1
534693,2029.0,1155.0,60.0,WN,LBB,DAL,2,1
534698,630.0,1195.0,120.0,WN,PHX,SJC,4,1
534701,669.0,540.0,75.0,WN,LAX,OAK,7,1
534702,1855.0,455.0,80.0,WN,PIT,PHL,1,1
534704,791.0,805.0,85.0,WN,OAK,LAS,4,1
534705,413.0,775.0,230.0,WN,LAX,BNA,2,1
534709,1209.0,570.0,175.0,WN,DEN,PDX,6,1
534712,1683.0,390.0,90.0,WN,SAN,SJC,2,1
534717,3312.0,575.0,85.0,WN,MCI,MKE,1,1
534718,793.0,660.0,120.0,WN,MDW,JAN,4,1
534722,1945.0,620.0,155.0,WN,DEN,MSY,2,1
534724,1122.0,515.0,175.0,WN,DEN,OAK,1,1
534725,769.0,705.0,160.0,WN,BWI,FLL,5,1
534726,313.0,995.0,75.0,WN,BWI,CLE,1,1
534728,1461.0,1145.0,205.0,WN,PHX,IND,7,1
534729,2480.0,650.0,65.0,WN,ONT,PHX,5,1
534732,837.0,945.0,105.0,WN,SEA,SMF,4,1
534737,3320.0,1145.0,100.0,WN,BNA,BWI,2,1
534739,2240.0,1000.0,75.0,WN,TUS,SAN,5,1
534742,1739.0,1065.0,85.0,WN,BWI,BOS,3,1
534743,466.0,500.0,185.0,WN,SAT,SAN,7,1
534744,1753.0,510.0,130.0,WN,BWI,JAX,2,1
534748,1681.0,530.0,280.0,WN,MDW,PDX,2,1
534749,2745.0,770.0,125.0,WN,ORF,BNA,7,1
534752,1714.0,950.0,135.0,WN,TPA,CMH,2,1
534756,1848.0,375.0,160.0,WN,MDW,MCO,3,1
534757,1241.0,690.0,80.0,WN,SAN,SJC,4,1
534758,1497.0,455.0,60.0,WN,HOU,MSY,5,1
534763,908.0,525.0,80.0,WN,MCI,MDW,4,1
534766,944.0,460.0,70.0,WN,ONT,PHX,1,1
534772,827.0,895.0,55.0,WN,ELP,ABQ,7,1
534773,1629.0,770.0,80.0,WN,BUR,PHX,5,1
534775,656.0,1300.0,65.0,WN,LAS,LAX,1,1
534776,1680.0,1020.0,95.0,WN,ABQ,LAS,1,1
534778,1463.0,1245.0,90.0,WN,MDW,MCI,2,1
534783,1352.0,455.0,130.0,WN,SLC,OAK,4,1
534793,3223.0,930.0,165.0,WN,PHL,PBI,3,1
534801,396.0,765.0,160.0,WN,STL,FLL,3,1
534812,781.0,595.0,235.0,WN,ONT,MDW,3,1
534816,841.0,900.0,100.0,WN,BWI,DTW,3,1
534817,2525.0,1210.0,90.0,WN,BHM,MCO,5,1
534825,59.0,770.0,155.0,WN,SEA,DEN,3,1
534826,866.0,860.0,55.0,WN,ELP,ABQ,5,1
534835,3190.0,1270.0,75.0,WN,ELP,PHX,7,1
534837,720.0,450.0,210.0,WN,LAS,MDW,5,1
534839,577.0,1010.0,130.0,WN,SLC,SEA,5,1
534843,918.0,615.0,240.0,WN,BWI,SAT,2,1
534854,3230.0,995.0,130.0,WN,BNA,HOU,5,1
534859,1751.0,390.0,115.0,WN,HOU,STL,4,1
534861,718.0,1005.0,165.0,WN,MHT,MDW,5,1
534867,435.0,600.0,90.0,WN,SLC,ABQ,3,1
534868,1513.0,815.0,115.0,WN,SFO,PHX,6,1
534873,1760.0,865.0,80.0,WN,HOU,TUL,3,1
534883,539.0,1205.0,70.0,WN,MDW,CMH,7,1
534889,337.0,680.0,155.0,WN,PDX,ABQ,3,1
534890,1305.0,790.0,85.0,WN,PHX,BUR,1,1
534893,3073.0,510.0,360.0,WN,BWI,SAN,5,1
534894,1120.0,940.0,80.0,WN,LAX,SMF,3,1
534901,2117.0,625.0,175.0,WN,TPA,MHT,4,1
534902,2615.0,605.0,235.0,WN,BWI,AUS,6,1
534904,929.0,445.0,80.0,WN,PIT,PHL,4,1
534908,3011.0,980.0,145.0,WN,MCO,ISP,6,1
534914,1679.0,825.0,75.0,WN,SJC,SNA,5,1
534915,1250.0,980.0,70.0,WN,BUR,OAK,3,1
534916,2621.0,1015.0,70.0,WN,LBB,AUS,3,1
534918,3915.0,450.0,105.0,WN,HOU,BNA,2,1
534922,1299.0,615.0,245.0,WN,SMF,MDW,5,1
534924,460.0,1000.0,70.0,WN,PIT,BWI,3,1
534929,2760.0,470.0,120.0,WN,DEN,LAS,6,1
534933,1208.0,625.0,85.0,WN,SFO,SNA,1,1
534938,708.0,955.0,235.0,WN,AUS,SJC,2,1
534945,2903.0,500.0,160.0,WN,SAN,AUS,2,1
534949,2557.0,365.0,65.0,WN,STL,MDW,1,1
534953,490.0,1025.0,170.0,WN,MDW,HOU,7,1
534959,525.0,980.0,85.0,WN,DAL,MCI,3,1
534962,2549.0,1150.0,120.0,WN,PHX,OKC,1,1
534967,1196.0,1015.0,145.0,WN,BWI,STL,3,1
534968,3063.0,945.0,105.0,WN,DAL,ELP,6,1
534969,2278.0,930.0,180.0,WN,BWI,MSY,1,1
534973,535.0,700.0,75.0,WN,SMF,ONT,5,1
534975,394.0,550.0,80.0,WN,RNO,LAS,7,1
534979,2987.0,1045.0,125.0,WN,BWI,BNA,5,1
534980,644.0,475.0,75.0,WN,BUR,OAK,1,1
534988,597.0,850.0,85.0,WN,DEN,OKC,5,1
534991,1722.0,765.0,205.0,WN,MHT,MCO,6,1
534992,2378.0,930.0,120.0,WN,HOU,ELP,5,1
534998,978.0,1000.0,80.0,WN,SFO,SNA,4,1
535006,129.0,550.0,100.0,WN,PHX,SLC,1,1
535009,1427.0,1065.0,240.0,WN,MSY,LAS,4,1
535011,647.0,820.0,125.0,WN,ABQ,LAX,2,1
535012,2725.0,420.0,155.0,WN,PIT,TPA,2,1
535023,1796.0,1070.0,90.0,WN,SAN,OAK,5,1
535032,1195.0,580.0,155.0,WN,LAS,AUS,6,1
535034,380.0,830.0,90.0,WN,MSP,MDW,5,1
535036,1106.0,740.0,100.0,WN,OAK,PDX,1,1
535045,513.0,1205.0,105.0,WN,PDX,SJC,3,1
535049,3494.0,915.0,170.0,WN,LAX,AUS,3,1
535051,2310.0,670.0,60.0,WN,SJC,BUR,7,1
535057,1768.0,440.0,120.0,WN,ABQ,HOU,5,1
535059,661.0,550.0,140.0,WN,DEN,MDW,3,1
535061,425.0,1190.0,80.0,WN,PHL,MHT,7,1
535062,444.0,1125.0,230.0,WN,STL,LAS,7,1
535063,1210.0,780.0,60.0,WN,BUR,LAS,3,1
535065,1766.0,525.0,135.0,WN,SLC,SEA,1,1
535066,663.0,1100.0,85.0,WN,MDW,BUF,4,1
535068,205.0,565.0,110.0,WN,MDW,RDU,7,1
535071,868.0,1065.0,65.0,WN,LAS,BUR,5,1
535074,1077.0,835.0,80.0,WN,PVD,BWI,3,1
535080,3067.0,1245.0,90.0,WN,MCI,DAL,1,1
535085,938.0,750.0,135.0,WN,MCO,CMH,3,1
535088,1296.0,620.0,210.0,WN,HOU,SAN,4,1
535090,3925.0,1090.0,110.0,WN,RDU,TPA,3,1
535092,781.0,985.0,55.0,WN,MDW,IND,4,1
535096,1381.0,790.0,65.0,WN,DTW,MDW,4,1
535099,1956.0,1130.0,150.0,WN,SAT,PHX,3,1
535100,155.0,1150.0,85.0,WN,SFO,SAN,2,1
535102,3306.0,1035.0,215.0,WN,LAS,IND,4,1
535106,1302.0,1020.0,195.0,WN,DEN,RDU,7,1
535110,1257.0,795.0,100.0,WN,JAN,MCO,6,1
535114,951.0,520.0,85.0,WN,MDW,MSP,1,1
535119,2442.0,620.0,110.0,WN,TPA,BNA,3,1
535120,3505.0,630.0,90.0,WN,PHL,BOS,1,1
535123,1581.0,680.0,75.0,WN,LAX,OAK,4,1
535138,2464.0,395.0,65.0,WN,PHX,LAS,4,1
535139,2112.0,1080.0,140.0,WN,LAX,DEN,5,1
535151,271.0,700.0,220.0,WN,SAN,BNA,2,1
535153,3771.0,710.0,75.0,WN,MDW,PIT,1,1
535156,1127.0,590.0,95.0,WN,STL,MSP,2,1
535159,19.0,745.0,50.0,WN,HOU,CRP,2,1
535171,1392.0,660.0,80.0,WN,MDW,PIT,5,1
535172,2294.0,525.0,120.0,WN,ABQ,SAN,4,1
535177,3594.0,735.0,85.0,WN,SJC,LAS,6,1
535181,2012.0,620.0,60.0,WN,RNO,SJC,3,1
535184,32.0,1000.0,200.0,WN,ABQ,SEA,4,1
535185,792.0,385.0,105.0,WN,DTW,BNA,4,1
535191,1491.0,985.0,75.0,WN,LAX,RNO,2,1
535195,1681.0,580.0,220.0,WN,PHX,CMH,5,1
535196,3484.0,1270.0,80.0,WN,SMF,SAN,7,1
535202,1440.0,910.0,300.0,WN,MDW,OAK,4,1
535206,636.0,875.0,85.0,WN,SNA,OAK,4,1
535208,128.0,815.0,220.0,WN,SEA,STL,5,1
535211,1149.0,535.0,80.0,WN,SMF,LAS,7,1
535215,2703.0,1105.0,105.0,WN,CLE,STL,3,1
535220,1523.0,1125.0,105.0,WN,STL,DAL,2,1
535226,759.0,1070.0,75.0,WN,ELP,PHX,3,1
535228,2208.0,980.0,165.0,WN,MDW,DEN,3,1
535230,756.0,375.0,95.0,WN,MDW,MCI,3,1
535239,996.0,635.0,80.0,WN,TUS,LAS,1,1
535245,2976.0,930.0,150.0,WN,MCO,PHL,2,1
535250,2459.0,540.0,90.0,WN,LAS,SMF,2,1
535251,364.0,615.0,105.0,WN,SAN,SFO,3,1
535253,1104.0,895.0,90.0,WN,SAN,SFO,2,1
535254,375.0,585.0,85.0,WN,SNA,OAK,3,1
535255,1129.0,585.0,65.0,WN,DAL,SAT,4,1
535257,1478.0,470.0,115.0,WN,DAL,ABQ,5,1
535261,1152.0,870.0,85.0,WN,LAS,SJC,6,1
535262,2976.0,1110.0,275.0,WN,PHL,DEN,4,1
535265,1635.0,660.0,150.0,WN,FLL,BWI,6,1
535266,641.0,450.0,85.0,WN,SFO,LAS,2,1
535270,30.0,620.0,220.0,WN,BWI,HOU,3,1
535283,1334.0,725.0,105.0,WN,SMF,PHX,4,1
535287,1249.0,980.0,175.0,WN,ISP,MCO,4,1
535289,265.0,475.0,90.0,WN,MCI,DAL,2,1
535296,272.0,745.0,75.0,WN,SJC,SAN,4,1
535299,605.0,985.0,115.0,WN,HOU,TPA,4,1
535303,2254.0,820.0,65.0,WN,LAS,BUR,4,1
535305,1728.0,855.0,200.0,WN,DEN,BWI,6,1
535306,27.0,780.0,60.0,WN,DAL,HOU,5,1
535312,420.0,1060.0,145.0,WN,AUS,DEN,2,1
535313,2545.0,1110.0,275.0,WN,PHL,DEN,1,1
535314,702.0,1150.0,225.0,WN,HOU,LAX,2,1
535315,716.0,530.0,300.0,WN,MDW,SFO,3,1
535319,925.0,990.0,115.0,WN,TUS,DEN,7,1
535330,2598.0,1185.0,75.0,WN,OAK,LAX,6,1
535331,3575.0,1230.0,155.0,WN,DEN,LAX,3,1
535333,1235.0,1050.0,75.0,WN,LAX,OAK,4,1
535344,326.0,480.0,210.0,WN,LAS,BNA,1,1
535346,1222.0,1025.0,70.0,WN,SMF,BUR,3,1
535347,1042.0,900.0,75.0,WN,OAK,LAX,1,1
535354,2706.0,940.0,150.0,WN,BWI,TPA,7,1
535359,59.0,1260.0,60.0,WN,DAL,HOU,1,1
535362,268.0,920.0,215.0,WN,LAS,MDW,3,1
535365,601.0,1210.0,80.0,WN,SJC,LAS,5,1
535373,1004.0,875.0,120.0,WN,OAK,SEA,3,1
535374,2978.0,545.0,125.0,WN,IAD,MDW,1,1
535380,890.0,1215.0,90.0,WN,SAN,SFO,1,1
535385,1941.0,570.0,80.0,WN,LAX,TUS,6,1
535403,2688.0,595.0,105.0,WN,SMF,PHX,7,1
535405,1228.0,780.0,165.0,WN,LAX,SAT,4,1
535407,2612.0,1045.0,90.0,WN,DEN,TUL,6,1
535408,368.0,790.0,280.0,WN,PHL,DEN,1,1
535409,1048.0,510.0,75.0,WN,BUF,BWI,2,1
535411,3322.0,915.0,190.0,WN,ISP,FLL,3,1
535415,2982.0,1115.0,215.0,WN,STL,PHX,1,1
535416,403.0,1220.0,80.0,WN,MCI,IND,4,1
535418,2192.0,420.0,195.0,WN,LIT,PHX,4,1
535419,2017.0,1220.0,80.0,WN,PHL,PIT,5,1
535429,3159.0,890.0,70.0,WN,SAN,LAS,4,1
535433,2798.0,1055.0,200.0,WN,PVD,TPA,1,1
535436,763.0,970.0,70.0,WN,PHX,ONT,7,1
535442,674.0,650.0,60.0,WN,FLL,TPA,3,1
535454,1568.0,995.0,115.0,WN,STL,BWI,4,1
535456,1671.0,770.0,185.0,WN,FLL,ALB,5,1
535461,1366.0,865.0,105.0,WN,PHX,DEN,7,1
535463,118.0,765.0,285.0,WN,PHX,MHT,4,1
535464,616.0,1210.0,75.0,WN,ELP,PHX,2,1
535465,8.0,555.0,85.0,WN,DAL,MCI,2,1
535484,1486.0,1005.0,150.0,WN,OKC,PHX,5,1
535485,186.0,1190.0,65.0,WN,MDW,SDF,5,1
535486,1383.0,550.0,95.0,WN,GEG,SLC,3,1
535487,956.0,1055.0,115.0,WN,BUF,MDW,2,1
535489,1671.0,1100.0,160.0,WN,MDW,MCO,3,1
535490,313.0,995.0,75.0,WN,BWI,CLE,3,1
535493,1448.0,940.0,225.0,WN,BWI,HOU,6,1
535494,2904.0,535.0,190.0,WN,PHX,SEA,4,1
535497,708.0,955.0,235.0,WN,AUS,SJC,3,1
535500,3429.0,695.0,295.0,WN,PHX,BOS,5,1
535501,3239.0,375.0,135.0,WN,MDW,BOS,2,1
535502,607.0,1050.0,100.0,WN,LAS,SFO,4,1
535504,1800.0,650.0,115.0,WN,MKE,BWI,6,1
535506,3934.0,540.0,95.0,WN,BNA,MSY,4,1
535510,1820.0,1045.0,75.0,WN,LAX,SFO,6,1
535517,1264.0,560.0,115.0,WN,LAS,DEN,3,1
535523,1252.0,605.0,70.0,WN,BWI,PVD,4,1
535530,186.0,1280.0,50.0,WN,DAL,OKC,4,1
535533,2397.0,885.0,240.0,WN,AUS,OAK,2,1
535534,613.0,895.0,155.0,WN,SAN,SAT,1,1
535544,3135.0,890.0,110.0,WN,BHM,BWI,5,1
535547,1546.0,1185.0,100.0,WN,BWI,DTW,1,1
535551,510.0,415.0,155.0,WN,PDX,PHX,7,1
535552,509.0,430.0,90.0,WN,MDW,MSP,1,1
535554,1103.0,530.0,140.0,WN,LAS,PDX,2,1
535563,580.0,635.0,65.0,WN,STL,MCI,4,1
535564,713.0,795.0,175.0,WN,MDW,RSW,7,1
535568,2693.0,995.0,100.0,WN,LAS,ELP,7,1
535569,56.0,1125.0,50.0,WN,CRP,HOU,3,1
535573,3158.0,930.0,60.0,WN,BWI,ISP,6,1
535574,1783.0,1200.0,70.0,WN,BNA,CMH,1,1
535576,1848.0,1030.0,90.0,WN,MCI,BNA,7,1
535585,1806.0,1140.0,135.0,WN,ORF,MDW,6,1
535588,1569.0,920.0,110.0,WN,PHX,RNO,3,1
535590,675.0,575.0,60.0,WN,SAT,DAL,4,1
535592,1155.0,890.0,105.0,WN,BNA,MCO,3,1
535596,939.0,1105.0,80.0,WN,SAN,SJC,6,1
535599,1558.0,835.0,120.0,WN,DEN,LAS,1,1
535600,3567.0,360.0,100.0,WN,AUS,ELP,4,1
535601,2729.0,1145.0,185.0,WN,MDW,SAT,4,1
